Book Reference No,Description,Material,Museum Reference No,Citation
100,Necklace,"Gold, carnelian",SNM 1139,"100 Necklace Gold, carnelian Kerma, Eastern Cemetery, Tumulus KXIX Kerma Classique Gold beads: L 30-32 mm, D 29 mm Carnelian beads: D 8-11 mm SNM 1139 SUDAN: ANCIENT TREASURES Necklace of twelve biconical gold beads and fifty spherical carnelian beads. discovered by G.A. Reisner and described by him as ‘bar- baric splendour’. Gold jewels were certainly more numerous than is suggested by the finds of the eastern necropolis tombs, which were systematically pillaged. The inventory men- tions amulets, a few bracelets, rings and beads, of annular, spherical or tubular shape, many of which appear to have been sewn on leather clothing or belts. Although carnelian beads are present in all Kerma periods. their numbers diminish in the later royal tumuli. This necklace, which was contained in a small basket and was probably forgotten by the tomb robbers, was discovered in the spoil heap of a pillaged tomb dated to the beginning of the Kerma Classique period. The basket was shaped like the vase with cover (cat. 57). NF Berenguer 2003d:; Reisner 1923a. 459-60: 1923b. 116, 109, 117-20, 283-5: Wenig 1978b. 153. no. 58; Wildung 1997, 105-6. no. 108 --- Page 129 --- SUDAN? ANCIENT TREASURES"
101,Collar,Gold,SNM 1362,"101 Collar Gold Nuri, Pyramid of Talakhamani, Nu. 16, Chamber A, Field Number 16-12-299, Harvard University-MFA Expedition Kushite (Napatan), c. fifth century Bc H13.5-15 mm, D 25-6 mm SNM 1362 Fourteen blossoms, manufactured by ham- mering gold sheet over a form. A horizontal loop adorns the back of each flower enabling them to be linked together to form a necklace, or to be sewn to cloth. The blossoms are trun- cated cones displaying either seven or eight triangular petals arranged around a central convex disc. The interior of each petal is con- cave. Several of the elements originally belonging to this collar are now in the Museum of Fine Arts, Boston (20.310-18). These objects, once twenty-eight in number, were found in the floor debris of the first chamber in Talakhamani's tomb. JRA Berenguer 2003k: Dunham 1955, 206-10, fig. 159, pl. L.A; Vercoutter 1959, pl. XXXIIId: Wildung 1997, 234-5, no. 262"
105,Earring,Gold,SNM 15171,"105 Earring Gold El-Kurru, Tumulus 2 Kushite H 54mm, W 31 mm. Th 20.5 mm SNM 15171la This hoop earring — a half circle connected to a loop — was created in three parts. The loop was made from a gold sheet formed into a tube and soldered along the join. The two halves of the pendant were also soldered together. All of the joins were carefully fin- ished, being smoothed and _ polished. Although the earring is hollow, it is surpris- 105 ingly heavy and the cleft appears too narrow to have been fitted onto the ear without great difficulty. This might suggest that it was merely a token deposited as part of the grave goods with the deceased. The tumulus from which this came had been robbed: however. the head and chest of the deceased remained intact and this earring was discovered near the head. JRA/PP Dunham 1950, 15-16. fig. 2c. pl. LVUL.B: Wildung 1997, 186, no. 184: Wilkinson 1971, 190. fig. 75 --- Page 131 ---"
107,Rotary quern,Granite,SNM 31363,"107 Rotary quern mould. Concentric circles were marked on the Granite underside of the scarabs: four on the first; two Wadi el-Allaqi on the second; and traces of one on the third. Piclemate/Istamic One scalloped shell has a hole pierced Base: D 520 mm. Th 175 mm: top: D 350 mm. through the top with a diameter of 1.4 mm, Thlllmm while the other has a loop at the top with a SNM 31363 diameter of 1.7 mm. Each fly also has a loop on its head for suspension, suggesting that these were used as pendants or incorporated into a necklace or bracelet. Several of the discs and rosettes are also equipped with holes; however, the thinness of the gold sug- gests that they were probably sewn on to clothing. The ring consists of three small loops of coiled wire, round in cross-section. Seventeen of the ornaments were con- tained in a cloth parcel, hidden within the tomb which had been robbed in antiquity. It is possible that an ancient looter had hidden booty that actually originated from several The upper grinder is circular with a slightly convex, smooth working surface and a hole pierced through its centre. A second round depression that probably facilitated a shaft used for rotating the stone is situated off- centre. The upper grinder fits within the lower quern, the edges of which are unfin- ished. These stones were used to pulverize quartz rock in order to extract gold from within the resulting powder. After placing the quartz between the upper and lower grinders, the upper was rotated until the quartz was crushed. AC/AC/JRA Castiglioni et al. 1995, 99: Castiglioni and Castig 1999, 126-9 tombs in the area: all of the tombs in the area had been systematically robbed. The cloth wrapping was dated to c. 114 Bc (2110 BP +/— 40 years [Pta 6216]), placing it within the Kushite, Meroitic period. The five gold rosettes stylistically belong to this period. Flies (2) Gold Wadi Terfowi, Tomb D 16.1 Beja, late second to early first centuries be L 37.4 mm, max. W 22.5 mm, Th 0.4 mm L 26.8 mm, W 19.6 mm, Th 0.5 mm SNM 31347 Scarabs (3) Gold Wadi Terfowi, Tomb D 16,1 Beja, late second to early first centuries we L 16.5 mm, W 10.2 mm, Th 4.9 mm | L.15.7 mm, W 10.2 mm, Th 5,3 mm f L.16.1 mm, W 10.6 mm, Th 5.4mm SNM 31353"
108,Canaanite Amphora,Ceramic,SNM 31159,"108 Canaanite Amphora Ceramic Hillat el-Arab, Tomb 1, no. 1B 255,96 New Kingdom, 19th Dynasty H 535 mm, max, D 290 mm; rim: D 55 mm SNM 31159 Large amphora with flat shoulders, tapering body and button-like base. Two round-sec- tioned handles are inserted at shoulder height. Amphorae of this type are of Late Bronze Age IIB Levantine production (Amiran 1969, 139), and can be found in all Mediterranean countries that traded with the Near East. In Egypt similar amphorae, either imported wares or local imitations, are found in contexts dated to the late 18th and early 19th Dynasties, They are mostly from Mem- phis and Quantir, but have also been found at other sites (Aston 1999, 23), In the Hillat el- Arab cemetery a total of seven were found, two of which were from Tomb 1. These amphorae provide evidence for the southern- most point reached by Levantine trade in luxury foodstuffs (oil and wine). These were exchanged for goods from sub-Saharan Africa, such as ivory, ebony, ostrich feathers, leopard skins and gum, which were greatly appreciated in Egypt and the Near Bast and SUDAN: ANCIENT TREASURES 141 were traded under the control of the powerful families of Napata. IV Vincentelli 1999, 30-38, fig. 3. 10, pl. 1"
109,Jar,Ceramic,SNM 31160,"109 Jar Ceramic Hillat el-Arab, Tomb 1, no. IB 290.96 New Kingdom, 19th Dynasty H425 mm, max. D 210 mm; rim: D 120mm SNM 31160 Ovoid jar with rounded base and flaring rim. The surface is only smoothed, not decorated. This type of pottery was among the most common in Egypt, and has also been found in many areas of Nubia (Holthoer 1977, 155-6). It was used as a container for cereals. This specimen comes from Tomb 1, one of the oldest in the cemetery. IV Vincentelli 1999, 30-38, fig. 3, 6, pl. 1 --- Page 143 --- 12 SUDAN: ANCIENT TREASURES"
110,Pitcher,Copper alloy,SNM 31161,"110 Pitcher Copper alloy Hillat el-Arab, Tomb 7, no. 7B 42.93 Late New Kingdom H 230 mm: base: D 70 mm; rim: D 100 mm SNM 31161 Copper-alloy pitcher with flat base, globular body and tall cylindrical neck. The handle, inserted between the rim and the shoulder, is in the shape of a lotus flower with a long stem. It was found in Tomb 7, on the floor, partially hidden by a burial. Vincentelli 1997, 167-70 IV"
111,Bowl,Copper alloy,SNM 31177,"111 Bowl Copper alloy Hillat el-Arab, Tomb 7, no. 7B 27.93 Late New Kingdom H85mm,D 270mm. SNM 31177 Copper-alloy bowl with a rounded base and a modelled rim. The bowl was found on the floor of Tomb 7, partially hidden by the legs of one of the burials found in situ. IV Vincentelli 1997, 167-70"
112,Juglet,Copper alloy,SNM 31178,"112 Juglet Copper alloy Hillat el-Arab, Tomb 7, no. 7B 28.93 Late New Kingdom H 118 mm: base: D 50 mm; rim: D 68 mm SNM 31178 Copper-alloy juglet with flat base, globular body and cylindrical neck. The ring-shaped handle was inserted just beneath the rim. The juglet was found in Tomb 7 on the floor next to a burial. IV Vincentelli 1997, 167-70"
113,Dish,Ceramic,SNM 31179,"113 Dish Ceramic Hillat el-Arab, Tomb 7, no. 7B 11.93 Late New Kingdom H 80 mm, D 200 mm SNM 31179 Ceramic dish with rounded base and straight rim. The surface was smoothed inside with a cloth dipped in a highly diluted clay solution (self-slip). On the outside the self-slip only appears on the upper part, while on lower part and the base are untreated and still —— signs of the wheel. The decoration consists - an irregular red band on the rim, which leit long drips of paint on the inside of the dish. This is the most common form of funerary offering, and in the poorest cemeteries dishes and bowls are often the only objects placed next to the deceased. In the Hillat el-Arab cemetery these objects were found in large quantities, with various shapes and decora- tions, but always accompanied by large pot- tery jars and copper-alloy objects, suggesting that the cemetery was used by a population of a higher rank. IV Vincentelli 1997, 167-70 --- Page 144 ---"
114,Pilgrim flask,Ceramic,SNM 31180,"114 Pilgrim flask Ceramic Hillat el-Arab, Tomb 7, no. 7B 19.93 Late New Kingdom H 135 mm, max. D 95 mm; rim: D 30 mm SNM 31180 Small lentoid flask made up of two halves thrown separately and then joined. The slen- der neck with a slightly flaring rim is inserted in a hole made at the top of the two halves. The two suspension handles are inserted between the shoulder and neck. The surface of the flask is cream-coated, but the slip is only partially preserved. The halves show traces of decoration with concentric black circles. This type of flask, generally known as a ‘pilgrim flask’, was used to transport liq- uids. It was introduced to Egypt during the 18th Dynasty as an imported product and as an imitation of types from the Mycenaean and Syro-Palestinian world (Holthoer 1977, 99-100). This shape became extremely popu- lar in Egypt where it was produced, with slight modifications, up to the Christian period. The flask shown here is an import from Egypt. It was found on the floor of Tomb 7, next to a burial under two upside-down bowls. IV Vincentelli 1997, 167-80"
